"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16"
"20191113_MV_A_tibia_0002",-0.0603935703994361,0.0201429369746268,-0.0385728114981131,-0.00140437290187849,-0.0170977642865008,0.0203441673252949,0.0283331248035746,-0.0113673786882818,0.00846676814834386,0.0123484022596464,-0.00334865998209801,0.00995645555898447,-0.00602040992325523,0.00482308855967017,-0.00671578732195128,-0.00303845292172243
"20191113_MV_A_tibia_0004",-0.0954413076955804,-0.00913479846070863,-0.00500728861533936,-0.00735455529315396,-0.0118025836291415,-0.0277126356850986,0.00771187445634782,0.0181915996509516,0.00580751975143327,0.00905611105852662,-0.00207678109767769,0.00517085463787878,0.00470900981521579,-0.000746454642608094,0.00119034985170614,-0.0011093436583875
"20191113_MV_A_tibia_0006",-0.085041294468693,0.00473344256955664,-0.0346449151990696,-0.00764702646001381,-0.00202646606222347,-0.0288012932865082,0.0182204541001977,-0.00424108086170388,-0.00493953369574164,0.00949395779018153,0.0107058357173515,0.00621234035896723,0.00891215190933177,0.00139277158067524,0.0111505631991578,-0.000460067496570725
"20191113_MV_A_tibia_0008",-0.0632091512676745,-0.00312155409289005,-0.00919186493746287,0.00837333192154544,0.00535925312156839,0.00710263038277546,0.00486356714209855,-0.0123221569128644,0.00431782647835585,0.00616796274318149,0.0164809250804822,0.00847539670427314,-0.0109031771073361,0.00707096426250804,-0.00467854318394702,-0.00583680838156429
"20191113_MV_A_tibia_0010",-0.0685329086110803,0.00566270705125008,-0.0292392869002429,0.00788614277865207,0.0118598850065762,0.00183221118463423,-0.00500615962278538,-0.00158302433199251,0.0154415553484657,0.00253519163911746,0.00582054817008888,0.0118183813026618,-0.00753520112023248,0.00728907682293993,0.00677699528976643,0.00416088720590431
"20200120_MV_humb_10_14_19_0002",-0.0894808032047947,-0.0188990999334291,-0.0554207131545713,0.0165125155011827,0.027890825264992,0.00409518422985647,0.0194657955725056,-0.0132411156540082,-0.0119058117718841,-0.0177238987404653,-0.00434171360516174,-0.00246629092814915,0.00604230215222992,-0.00789883633819874,-0.00317100412671585,0.00240993430079625
"20200120_MV_humb_10_14_19_0004",-0.0598100063519008,-0.0554088576305143,0.00351466968812254,-0.0141846427527846,-0.0075460292097401,-0.0161483223919019,0.0159079369661194,0.0168356318121968,0.000728963360347592,0.011858924889242,0.00735066506888816,0.00949874228847735,-0.00247050002375077,-0.010811627840543,0.00043785532189038,0.0042554572738769
"20200120_MV_humb_10_14_19_0006",-0.0525816063082385,-0.026609110698297,-0.0438206121656239,0.00250302303115598,-0.0096453972557917,0.0299143180595826,0.0248305994807545,-0.0186596206501871,0.00642090879989741,0.00954979908335465,-0.00186084315725929,0.00267244413931806,0.000721400256522372,0.00979903577459337,-0.00244129285403092,0.000200530679556453
"20200120_MV_humb_10_14_19_0008",-0.079195687864315,-0.00964534631820189,-0.0386356398944656,-0.00681606790969662,-0.00454494634545274,-0.00465276587691718,0.0257279777788028,-0.00860819276112873,-0.00491013289043228,0.0142560655804367,-0.00181916608293737,0.00130841078632621,0.000530500931017351,-0.00104219899533081,0.00232646173370911,-0.00590856724992607
"20200120_MV_humb_10_14_19_0010",-0.0851508048083762,-0.0368216344281099,-0.040105063043637,0.00987104429156201,-0.00606544376721604,-0.017664161779356,0.00443380216453437,-0.00245515639338492,0.00427617206608646,0.00528398299008617,0.00607209024837042,-0.0073696693563773,0.0150991475671137,0.00833513235188451,-0.00495152753021693,0.00531006752409863
"20200120_MV_humb_10_14_19_0012",-0.0784869836346153,-0.0169891089419355,-0.0321363600020042,-0.00930472751307722,0.00338863624276426,-0.00682515332267095,0.00931524128837294,-0.0026879871981979,0.00162859384683204,-0.00760448126598981,-0.00804139050718793,0.00632277856196011,-0.00389309376667453,-0.00169737747830288,-0.000656204102354834,-0.00115189010753642
"20200120_MV_humb_10_14_19_0014",-0.0799086527128337,-0.0413365847115299,-0.0384895210179183,0.000713144935850894,-0.0245820473869044,-0.00338488601121048,-5.70270910707146e-06,0.0151884836386079,0.00755871588930363,0.0158890404202585,-0.00299134905506881,0.00629648606887177,0.0023039134150953,-0.00411572699308071,-0.00346351622380092,-0.00187169891899336
"20200120_MV_humb_10_14_19_0016",-0.0846391712844367,-0.0134198361303813,-0.0667521099359286,-0.00595206210374384,0.00772104989014668,-0.0048116647500289,-0.00714255626107675,-0.0122810587364309,-0.00294453931969745,-0.00583587103281026,0.00890870348180052,-0.0245890346527462,0.00497536754165207,-0.00350788051965518,0.00687786273154533,-0.00143162567628531
"20200120_MV_humb_10_14_19_0018",-0.0808791247706378,-0.0430033014283142,-0.0327948586040093,0.0118122924195918,-0.0156817142863399,0.00836216186916668,-0.00252016213610479,0.0114385449388089,-0.000587418960662341,0.00954025584592555,0.00442847447941754,0.0054600490195624,0.00471831929853238,0.00461790040209934,0.00292538344496265,0.0079227248381967
"20200120_MV_humb_10_14_19_0020",-0.0801987087023361,-0.0347443408387271,-0.0455662606884486,-0.0031725253370602,-0.00904731646504682,0.0207688260930647,0.00844264243613718,-0.0310753284729909,-0.0146555390581172,-0.00228346468456486,0.0023193516620246,-0.0153759817500492,0.00206308266366369,-0.00579834959647208,0.0100278019291774,-0.00380210639726468
"20200120_MJ_A009_protibia_16_32_44_0002",-0.107152371150038,0.0211400306863006,-0.033221290633896,-0.00540328680434196,0.0186076088260535,-0.0224687927594085,-0.00396404873458988,0.00449505713135578,-0.0147175583993505,-0.00589923083698918,-0.0183912571475907,0.0102883976154308,0.0125334390563295,-0.00199466637464183,-0.00816513045745442,-0.0059103196432596
"20200120_MJ_A009_protibia_16_32_44_0004",-0.0766029799424681,0.00255726152830345,-0.0402767537186632,-0.0272686982810728,-0.0349952708623343,-0.0333548976944865,0.0146497202644835,-0.00420376856988322,0.0116768799695323,-0.00902360662239796,-0.0196558952739805,0.00423353940571177,0.0076495578415994,-0.00445503816156474,-0.0200193230508255,0.00467076982603414
"20200120_MJ_A010_protibia_16_37_47_0002",-0.107704681085675,-0.00714351625318677,-0.0336230162289048,-0.000102619017820112,0.0266799151432736,-0.0168362285949256,0.0188219689355934,0.00333634895052127,-0.000159490911149104,0.00842706376792328,0.00125065815815654,-0.0135150522420186,-0.00701823479883405,0.000722045514729744,0.00108862805474661,0.00559298456265795
"20200120_MJ_A010_protibia_16_37_47_0004",-0.0938558283935743,0.00809289630736229,-0.0140292203217328,-0.0102229813344845,0.020922333159595,-0.0269737767848305,0.00638734069146391,-0.00236254779868684,-0.0208866139219272,-0.0255981497728371,-0.0020741857176061,0.0018080171659895,0.00758728857915837,0.00646944070814114,0.0178980550108916,0.00124323366089301
"20200120_MJ_A010_protibia_16_37_47_0006",-0.135378208239768,0.0203297503830354,-0.0685768131289177,0.00948176477895655,0.0179957374817847,-0.0163823159922013,0.0127011995787313,-0.00228356828506146,0.00250007095586006,0.000628256115089987,-0.00369194906758505,-0.0103719751392245,-0.0100752429240389,-0.0167158166122884,0.00249127716772481,0.00250086722938412
"20200120_MJ_A010_protibia_16_37_47_0008",-0.130190886212792,0.00345449243704966,-0.0415356775554873,0.0125268191370692,0.00368942742780379,-0.0249130500014481,0.0286755122100444,0.00249818589124017,-0.00510741644180962,-0.00516761484071393,0.00472846470510862,-0.00438913959372927,0.00202113326819483,-0.0124697221500986,-0.00515343377986633,0.00838062029582638
"20200120_MJ_A010_protibia_16_37_47_0010",-0.0942125769200942,-0.0155619706826485,-0.0435397412142154,-0.00743376961820098,0.00760197546752973,0.0157831695294239,0.0050413917643415,-0.00568277406238843,-0.00966596190626455,-0.00506096738190136,-0.00473155789997809,-0.00555704863453639,-0.00488587544684606,-0.00246665609812799,-0.00487854317625391,-0.0091641314244032
"20200120_MJ_A010_protibia_16_37_47_0012",-0.106282403185474,-0.00306981205200743,-0.0319889444728437,-0.0207273434884124,-0.012755195478813,-0.0199822005244699,0.0180625723128899,-0.00621718444019662,-0.00203185193596986,0.0105718752064814,0.0027833034976403,-0.00330676404507918,-0.00674802329566627,-0.0102336986113474,-0.00386609253888101,0.00125864627944554
"20200120_MJ_A010_protibia_16_37_47_0014",-0.0712434581259891,0.037527572534012,-0.00331726136748103,-0.0245316824435274,0.0281069325126869,0.0178704947714659,-0.00107190007203917,0.0315431200313747,-0.0130099376115669,0.00636758970074235,-0.00753887387475191,0.00196511726088244,0.00634659244317291,0.0037943009275362,0.00340080842562323,0.000171054635381842
"20200120_MJ_A010_protibia_16_37_47_0016",-0.100690920149475,-0.00874786748729583,-0.0423766205719735,-0.0244345899008617,0.0151198667591353,-0.00946817578648462,0.0118130840170581,-0.00224321369853695,-0.00663165664330447,0.00417957009723841,-0.00558186055930777,-0.00663913808120136,-0.00124400730551932,-0.00457885656356913,-0.00429857292751316,0.000392127280235021
"20200121_MJ_A_protibia_10_52_26_0002",-0.0874443596961753,0.0288666665734834,-0.00936672294534713,0.00599497387564412,0.0484672613237232,0.0098275761473668,0.0114572222500694,0.00434531088461148,-0.0151036359829293,-0.00243995270850307,-0.0168623448306127,0.00859583147891059,0.0107345522667606,0.00206154816031917,0.00925072507176428,-0.00181622597364316
"20200121_MJ_A_protibia_10_52_26_0004",-0.111735443249557,0.0156572427568555,-0.0301677158037487,0.00165257824475398,-0.00233658371086528,-0.0162567013335216,0.018921019001923,0.00096730216646572,0.00815720951261698,0.00754529033244998,-0.0012484482251874,-0.00293916280022364,-0.00489639610996607,-0.00340929047322673,0.0067836077923226,-0.00325179890187765
"20200121_MJ_A_protibia_10_52_26_0006",-0.115064659543943,0.0023069944263398,-0.0305030201056631,0.0164716886342063,0.0180799492869121,-0.00632272956128179,0.01139291912821,-0.000272937355929752,-0.0127983364717155,0.00201824886042395,-0.00684762541918554,-0.0115461222684158,0.00325840274969825,-2.3210955474436e-05,0.000536781328278292,-0.00815386227510708
"20200121_MJ_A_protibia_10_52_26_0008",-0.0756677423986006,0.0244881696495654,0.00667827124992528,-0.0208225031308887,0.0221745603798119,-0.0246465121607011,0.0275421516845411,4.74736031971925e-05,0.00915005156371726,0.0101329114601785,-0.00443887876827331,0.00626469546560435,-0.00997693420358574,-0.00827168238764075,-0.0153742821836995,0.00724796314623511
"20200121_MJ_A_protibia_10_52_26_0010",-0.0643985299406706,0.00105891656146533,-0.0324963816211405,-0.0468856912539839,0.0163337617952607,0.000160559912279172,0.00940976126726337,-0.00687590498178456,-0.00826346293461469,-0.00230434356498373,-0.0148532347917258,0.0170321569679225,0.00298960585671051,0.000470906050028247,0.00235495832312306,0.0030894751923995
"20200121_MJ_A_protibia_10_52_26_0012",-0.0724959849207913,0.0233611804385317,-0.0339745410396037,-0.0227549010676747,0.0217896477352398,-0.00614182348293458,0.0219751340168041,-0.000422526851964402,0.00846509888617281,0.00792324476576851,0.00700150580791858,-0.00079466285907555,-0.0043630542339399,0.00515057529059384,0.00654468785084078,0.00146088188664233
"20200121_MJ_B_protibia_11_07_25_0002",-0.0687039266757007,0.000436955771321721,-0.039149393447431,-0.0217658249728617,0.0205511281939245,0.00666650010707305,0.0203273314748067,-0.00541596466112663,-0.00749938669367919,0.00241137249661988,-0.0108896211480293,0.0178328222747365,-0.0022512268991068,0.00732373803473726,-0.00736304694744795,0.00315085238943614
"20200121_MJ_B_protibia_11_07_25_0004",-0.125780449596808,-0.0238455201479159,-0.0407780685965195,-0.00958896332828373,0.0314059111857692,-0.0216927323158091,-0.0140001375892161,0.0285420771724888,-0.0243712205745032,-0.0199413771503603,-0.012933608278467,0.00103139200741315,-0.00247764708463216,0.0103438542284415,-0.00778226820309235,0.00246464066511334
"20200121_MJ_B_protibia_11_07_25_0006",-0.0959122901718758,0.00821601690614181,-0.071990781995962,0.0180167456181218,-0.0289590232264697,-0.00210864563369703,0.00868583072049202,-0.0163576401934876,0.0169999870936039,0.00960664028603077,-0.00922468715404608,-0.0264737952904005,-4.58890490482185e-05,0.00460025168556231,0.00406605788237113,-0.00230716632752535
"20200121_MJ_B_protibia_11_07_25_0008",-0.116346278882759,-0.00472859986986268,-0.067019232572319,0.00752861665197265,-0.0228001770981199,0.0263658845021752,-0.0256368078799787,-0.00211200549407613,-0.0158809471758977,0.0109135089766019,-0.0138985763812733,-0.00455447078712172,-0.00274791557541704,0.00422813012234267,0.000213123422534974,-0.0108546608298472
